Datein,FR(m3/dia),BODin (ppm),CODin (ppm),SSin(ppm),pHin,NAmin(ppm),NNin (ppm),Pin (ppm),Colin(ppm),Tin(°C),Condin L1,RF(mm),Pulp(ton/dia),Pap (ton/dia),,Dateout,BODout(ppm),CODout (ppm),SSout(ppm),Colout(ppm),Tout(°C),Condout,FRout(m3/dia)
10/27/1997,76570,274,572,,"9,31",,"1,13",,399,43,1447,"0,1","905,049","1055,1",,10/27/1997,108,338,,467,35,1451,76575
10/28/1997,79908,259,628,,"9,11",,"1,02",,492,43,1610,,"904,306","995,9",,10/28/1997,96,326,,443,36,1461,79908
10/29/1997,79742,260,608,,"7,95",,,,504,43,1722,,"1040,667","1072,3",,10/29/1997,115,356,,411,36,1567,79742
10/30/1997,82459,251,575,173,"7,37",,,,431,43,1534,,"952,411","1106,8",,10/30/1997,115,314,85,437,37,1652,82459
10/31/1997,84008,243,483,,"7,31",,"0,54",,356,43,1534,"1,9","976,48","939,3",,10/31/1997,114,308,,389,"36,5",1666,84106
11/1/1997,81144,240,532,,"7,24",,,,425,,1228,,"932,331","1066,7",,11/1/1997,104,307,,364,,1539,81144
11/2/1997,79591,262,594,,"6,9",,,,438,,1370,,"826,65","1073,8",,11/2/1997,113,316,,393,,1425,79591
11/3/1997,77650,255,539,,"7,89",,,"0,2819",407,,1400,,"834,003","1118,8",,11/3/1997,100,298,,435,36,1432,77650
11/4/1997,78369,228,534,,"9,97","0,17",,"0,9062",453,,1322,"10,7","774,733","905,7",,11/4/1997,110,320,,453,"37,5",1499,78924
11/5/1997,82991,213,578,125,"10,21","1,6",,,524,,1690,,"879,385","1004,1",,11/5/1997,112,309,78,520,38,1566,82991
11/6/1997,81904,228,552,,"7,46","0,82",,,449,"41,5",1568,"0,8","981,615","1073,6",,11/6/1997,101,313,,480,"37,5",1609,81945
11/7/1997,78901,193,511,,7,,,"0,914",429,,1250,"6,1","959,954","1025,9",,11/7/1997,103,300,,427,38,1062,79217
11/8/1997,70611,210,535,,"8,48",,,,540,,1466,,"909,667","1056,2",,11/8/1997,104,322,,422,,1489,70611
11/9/1997,71661,222,525,,"7,51",,,,424,,1337,,"889,974","1053,2",,11/9/1997,113,330,,460,,1509,71661
11/10/1997,75034,229,524,,"7,61",,"1,0109",,404,47,1513,,"901,573","1017,3",,11/10/1997,108,307,,445,38,1456,75034
11/11/1997,80257,238,521,,"8,2",,"1,9313",,422,47,1409,,"856,084","963,8",,11/11/1997,94,309,,419,38,1483,80257
11/12/1997,78993,240,565,,"8,8",,,,528,47,1430,,"791,185","941,3",,11/12/1997,110,308,,404,39,1454,78993
11/13/1997,67524,268,561,150,"7,09",,,,508,48,1613,"2,7","952,479","1018,5",,11/13/1997,107,289,75,380,38,1414,67664
11/14/1997,78567,194,471,,"7,42",,"0,6458",,391,"48,5",1406,"0,2","937,989","1060,4",,11/14/1997,82,251,,387,"37,5",1410,78577
11/15/1997,79304,174,405,,"7,08",,,,408,,1250,,"563,979","1061,1",,11/15/1997,71,250,,398,,1528,79304
11/16/1997,82772,255,586,,"7,09",,,,485,,1420,"12,8","918,441","1110,9",,11/16/1997,79,241,,380,,1532,83435
11/17/1997,82156,294,601,,"8,76",,,"0,61",483,"47,5",1567,"16,4","984,475","1022,7",,11/17/1997,92,301,,375,37,1351,83006
11/18/1997,82254,252,512,,"7,26","1,1",,"0,8",450,46,1517,"21,8","978,295","1046,7",,11/18/1997,111,304,,384,37,1417,83384
11/19/1997,81716,245,493,,"9,89","0,084",,,450,46,1673,"1,2","983,76","1139,6",,11/19/1997,122,317,,446,37,1497,81778
11/20/1997,79205,203,556,95,"7,11","0,43",,,535,47,1337,,"878,034","1135,3",,11/20/1997,98,335,63,484,36,1531,79205
11/21/1997,80374,232,526,,"7,53",,,"0,7",350,46,1477,"13,3","910,893","1098,4",,11/21/1997,,,,441,37,1574,81063
11/22/1997,78149,217,475,,"6,97",,,,392,,1246,"9,4","926,852","1010,9",,11/22/1997,,,,375,,1267,78636
11/23/1997,74921,234,480,,"7,02",,,,340,,1227,,"901,437","1014,5",,11/23/1997,95,284,,393,,1347,74921
11/24/1997,78917,223,510,,"6,89",,"0,38",,388,46,1374,"18,1","918,427","1003,1",,11/24/1997,93,296,,386,37,1333,79855
11/25/1997,78510,217,509,,"7,05",,"0,73",,437,47,1407,"0,1","946,161","1019,8",,11/25/1997,82,290,,395,37,1333,78515
11/26/1997,79744,239,503,,"6,85",,,,426,48,1240,"12,3","902,372","988,4",,11/26/1997,82,280,,403,37,1306,80382
11/27/1997,78828,281,562,140,"10,46",,,,482,46,1557,"17,9","896,085","902,8",,11/27/1997,96,304,61,409,37,1277,79756
11/28/1997,80133,238,531,,"7,47",,"1,28",,365,46,1237,"25,9","877,106","991,2",,11/28/1997,83,295,,368,36,1397,81476
11/29/1997,78270,255,527,,"7,1",,,,450,,1344,,"924,275","1089,3",,11/29/1997,88,299,,410,,1369,78270
11/30/1997,77259,252,545,,"7,47",,,,424,,1362,,"973,422",1081,,11/30/1997,105,328,,438,,1384,77259
12/1/1997,76139,236,540,,"8,89",,,"0,14",489,47,1610,"3,5","899,569","1046,8",,12/1/1997,106,327,,484,36,1426,76320
12/2/1997,69213,223,468,,"12,27","1,1",,,312,47,3670,"6,4","369,641","777,4",,12/2/1997,83,299,,474,36,1494,69545
12/3/1997,78075,232,495,,"9,95","2,4",,"0,7141",470,45,1533,"0,1","870,05",1041,,12/3/1997,95,292,,443,35,1713,78080
12/4/1997,77127,236,502,189,"8,63","0,61",,,549,"44,5",1374,"42,0","870,163","1076,8",,12/4/1997,111,278,67,419,35,1670,79304
12/5/1997,72241,,,,,"0,125",,"0,6619",,"44,5",,,"807,975","1051,4",,12/5/1997,,,,,35,,72241
12/6/1997,73776,,,,,,,,,,,"2,4","962,384","1103,2",,12/6/1997,,,,,,,73900
12/7/1997,77177,302,596,,"8,2",,,,578,,1541,"16,8","954,002","1092,5",,12/7/1997,136,293,,437,,1398,78048
12/8/1997,76119,291,573,,"9,77",,,,546,,1562,"1,5","926,927","1001,3",,12/8/1997,127,358,,417,,1454,76197
12/9/1997,77074,230,458,,"6,42",,,,400,47,1300,,"950,084","1061,1",,12/9/1997,103,330,,517,37,1494,77074
12/10/1997,78746,251,571,,"8,09","1,9",,,488,48,1533,"0,1","948,518","1090,6",,12/10/1997,99,311,,497,37,1519,78751
12/11/1997,76542,256,531,200,"11,66","0,33",,,466,"47,5",2100,,"896,292","944,7",,12/11/1997,97,312,38,522,38,1594,76542
12/12/1997,77032,198,494,,"7,35","1,9","1,5569",,403,"47,5",1502,"5,2","908,685","1072,1",,12/12/1997,,,,470,"37,5",1604,77302
12/13/1997,75826,201,469,,"7,15",,,,441,,1379,"0,5","902,737","1114,4",,12/13/1997,,,,,,,75852
12/14/1997,76649,225,493,,"7,12",,,,454,,1401,,"897,994","1126,5",,12/14/1997,103,291,,426,,1443,76649
12/15/1997,78499,271,585,,"9,69","0,36",,"0,71",493,45,1526,"6,9","915,092","1118,5",,12/15/1997,86,306,,429,38,1470,78857
12/16/1997,77263,214,546,,"6,99","1,4",,,423,48,1334,,"878,74","1073,7",,12/16/1997,94,297,,492,38,1481,77263
12/17/1997,79001,217,511,,"6,38","1,9",,,438,"47,5",1239,,"896,785","1160,3",,12/17/1997,86,295,,496,37,1415,79001
12/18/1997,79396,215,527,118,"6,34","2,8",,,433,47,1187,"11,4","892,318","1102,5",,12/18/1997,77,270,63,459,37,1322,79987
12/19/1997,79969,204,499,,"7,39","1,52",,,369,47,1243,,"885,255","1087,4",,12/19/1997,72,269,,430,"36,5",1355,79969
12/20/1997,78691,214,476,,"6,92",,,,448,,1334,,"945,566","1152,7",,12/20/1997,71,287,,431,,1440,78691
12/21/1997,74749,231,509,,"7,28",,,,483,,1386,"0,2","889,461",1082,,12/21/1997,82,299,,418,,1416,74759
12/22/1997,80199,206,487,,"7,87","0,25","0,99",,413,47,1416,,"876,596","1058,5",,12/22/1997,69,267,,367,37,1473,80199
12/23/1997,77496,345,694,,12,"0,1","0,68",,413,47,2160,,"787,319","784,2",,12/23/1997,71,274,,372,37,1410,77496
12/24/1997,82363,296,508,,"7,61","1,52",,,438,47,1265,"1,7","857,179","960,4",,12/24/1997,77,264,,388,"37,5",1240,82451
12/25/1997,82602,258,508,,"7,14",,,,400,,1392,"9,5","976,55","1018,9",,12/25/1997,94,298,,366,,1600,83094
12/26/1997,80963,,,,,,,,,47,,"0,9","917,246","989,2",,12/26/1997,,,,460,38,1730,81010
12/27/1997,81252,,,,,,,,,,,"0,5","953,184","1021,9",,12/27/1997,109,272,,396,,1708,81278
12/28/1997,85009,285,517,,"7,23",,,,595,,2160,"20,1","959,06","1016,7",,12/28/1997,97,269,,343,,1611,86051
12/29/1997,84430,246,472,,"7,18",,,,570,46,1838,"0,3","896,468","1012,2",,12/29/1997,85,284,,457,39,1740,84446
12/30/1997,79685,247,469,,"9,21","2,2",,,467,"46,5",1690,,"949,771","1053,5",,12/30/1997,89,298,,494,39,1946,79685
12/31/1997,72140,245,526,,"8,68","0,45",,,443,"46,5",1336,,"728,695","965,1",,12/31/1997,102,296,,464,39,1871,72140
1/1/1998,62124,162,261,146,"7,62",,,,794,,1680,"1,7",,"1100,1",,1/1/1998,112,270,130,438,,1710,62212
1/2/1998,76750,249,465,,"9,13",,,,333,"44,5",1159,"0,0","760,116","1003,8",,1/2/1998,96,288,,476,38,1540,76750
1/3/1998,81143,,,,,,,,,,,"6,0","928,811","1050,9",,1/3/1998,71,275,,439,,1190,81454
1/4/1998,79839,226,503,,"7,12",,,,452,,1309,"0,0","1002,25","1055,8",,1/4/1998,91,243,,366,,1370,79839
1/5/1998,79801,231,538,,"7,18",,,,424,48,1352,"0,0","967,082","1124,7",,1/5/1998,102,291,,445,39,1407,79801
1/6/1998,80125,224,528,,"9,63","2,2","2,34",,446,"47,5",1369,"4,2","872,459","1049,7",,1/6/1998,91,290,,459,39,1400,80343
1/7/1998,81130,232,485,,"7,38","2,4","1,6099",,436,"47,5",1193,"19,2","925,355","1013,8",,1/7/1998,98,286,,468,38,1319,82125
1/8/1998,78173,242,484,194,"7,42","0,25",,,533,47,1357,"3,8","941,367","1016,3",,1/8/1998,92,299,71,442,38,1317,78370
1/9/1998,76940,226,507,,"7,38","0,31","1,4789",,425,47,1305,"6,6","897,207","968,9",,1/9/1998,82,262,,430,37,1283,77282
1/10/1998,74894,249,601,,"7,72",,,,489,,1354,"0,0","943,017","1038,9",,1/10/1998,84,267,,464,,1303,74894
1/11/1998,76576,258,518,,"7,49",,,,489,,1430,"0,0","890,807","1055,7",,1/11/1998,95,278,,464,,1364,76576
1/12/1998,79305,218,479,,"7,4",,,,374,46,1317,"14,7","923,328",1083,,1/12/1998,84,310,,387,38,1443,80067
1/13/1998,78406,252,506,,"7,92",,,,348,45,1441,"1,0","907,427","1082,3",,1/13/1998,84,293,,398,37,1453,78458
1/14/1998,80523,223,487,,"7,23",,,,495,46,1436,"4,6","821,441","1028,3",,1/14/1998,91,283,,380,"37,5",1469,80761
1/15/1998,79456,214,489,45,"7,01","2,3",,,480,"46,5",1350,"0,0","917,82","1054,3",,1/15/1998,82,266,62,357,"37,5",1506,79456
1/16/1998,81363,230,491,,"7,31","0,28",,"1,061",403,47,1550,"23,6","957,361","1111,6",,1/16/1998,75,265,,328,"37,5",1570,82586
1/17/1998,79113,237,507,,"7,32",,,,422,,1466,"4,7","876,93","1109,9",,1/17/1998,91,292,,365,,1448,79357
1/18/1998,80044,289,623,,"7,41",,,,438,,2230,"4,3","895,884","1176,2",,1/18/1998,95,282,,353,,1540,80267
1/19/1998,81196,240,454,,"7,51","0,12","0,78",,368,"46,5",1494,"0,0","884,354","1213,5",,1/19/1998,98,305,,458,36,1511,81196
1/20/1998,80216,228,461,,"7,34","0,3","0,93",,416,47,1467,"0,0","893,032","1088,1",,1/20/1998,96,302,,409,37,1476,80216
1/21/1998,83026,240,499,,"9,31","0,32",,,417,47,1587,"0,0","843,162","985,9",,1/21/1998,84,291,,400,38,1492,83026
1/22/1998,80118,223,489,115,"7,48","2,4",,,464,41,1517,"0,0","877,489","1071,4",,1/22/1998,91,248,67,367,38,1547,80118
1/23/1998,82632,250,458,,"7,23","0,18","1,08",,397,"47,5",1390,"8,1","870,115","1036,4",,1/23/1998,75,254,,365,39,1561,83052
1/24/1998,83201,225,455,,"7,2",,,,401,,1379,"0,0","900,451","1043,9",,1/24/1998,86,251,,356,,1532,83201
1/25/1998,83686,295,498,,"7,34",,,,429,,1364,"21,1","924,235","1056,3",,1/25/1998,96,281,,388,,1469,84780
1/26/1998,81324,254,479,,"9,38","0,2",,"0,64",450,47,1521,"10,0","879,738",1017,,1/26/1998,86,276,,403,"37,5",1433,81842
1/27/1998,82016,254,446,,"8,28","1,9",,"0,75",510,48,1355,"0,0","909,511","1028,4",,1/27/1998,89,283,,404,39,1464,82016
1/28/1998,83710,207,500,,"6,98","0,17",,,489,47,1300,"0,4","851,867","1070,6",,1/28/1998,89,314,,449,38,1492,83731
1/29/1998,78109,251,516,74,"10,35","0,17",,,430,"47,5",1610,"0,0","951,057","885,9",,1/29/1998,108,320,65,422,38,1430,78109
1/30/1998,78922,251,488,,"7,51","1,9",,"0,68",497,"47,5",1277,"0,1","936,345","1021,5",,1/30/1998,111,301,,448,37,1416,78927
1/31/1998,80966,,,,,,,,,,,"0,0","932,919","1032,1",,1/31/1998,116,312,,468,,1464,80966
2/1/1998,79898,192,494,,"6,79",,,,430,,1143,"10,0","826,008","1090,1",,2/1/1998,124,330,,472,,1333,80416
2/2/1998,80808,325,499,,"6,84","0,53","0,03",,474,47,1351,"0,0","856,334","1005,6",,2/2/1998,141,325,,491,"38,5",1410,80808
2/3/1998,80500,246,517,,"11,29",1,"1,81",,420,47,1890,"0,0","707,958","861,8",,2/3/1998,98,320,,458,"38,5",1430,80500
2/4/1998,82925,258,514,,"9,02","2,1",,,403,48,1394,"17,6","884,276","1008,2",,2/4/1998,109,299,,476,38,1350,83837
2/5/1998,80754,257,481,130,"9,37","0,07",,,401,48,1489,"4,2","909,227","897,5",,2/5/1998,106,278,96,396,38,1515,80972
2/6/1998,81928,275,527,,"11,48",2,"2,21",,395,"46,5",2160,"0,1","849,479","888,1",,2/6/1998,106,304,,383,39,1560,81933
2/7/1998,76215,220,504,,"7,76",,,,408,,1271,"0,0","799,437","913,5",,2/7/1998,123,305,,371,,1540,76215
2/8/1998,77507,246,555,,"8,2",,,,470,,1489,"38,1","873,707","1030,3",,2/8/1998,118,279,,416,,1585,79482
2/9/1998,79755,278,618,,"9,69","2,3",,"0,57",444,48,1563,"0,0","894,784",1076,,2/9/1998,88,307,,398,38,1548,79755
2/10/1998,60085,230,476,,"11,56","1,1",,"0,71",369,44,2160,"7,5",,"889,2",,2/10/1998,128,358,,419,39,1593,60474
2/11/1998,65507,291,621,,"9,28","1,1",,,559,43,1735,"17,2","684,241","1089,3",,2/11/1998,115,299,,422,38,1670,66399
2/12/1998,80600,253,564,299,"10,44","1,2",,,545,"47,5",1870,"1,7","1096,698","1072,4",,2/12/1998,79,238,70,356,35,1612,80688
2/13/1998,81937,266,597,,"10,8","1,8",,"1,2",551,45,1963,"0,0","970,175",991,,2/13/1998,73,273,,317,35,1497,81937
2/14/1998,82270,,,,,,,,,,,"7,2","898,941","1108,6",,2/14/1998,112,308,,434,,1810,82643
2/15/1998,81372,,,,,,,,,,,"3,9","909,39","1134,1",,2/15/1998,115,334,,426,,1847,81574
2/16/1998,79479,263,542,,"7,68","1,7","1,57",,488,45,1639,"27,1","880,114","1192,2",,2/16/1998,122,340,,434,"37,5",1841,80884
2/17/1998,78894,281,642,,"12,53","3,3","3,59",,530,47,2300,"0,0","907,54","1149,7",,2/17/1998,108,342,,420,37,1622,78894
2/18/1998,78993,304,681,137,"11,56","4,3",,,718,"46,5",1896,"6,7","938,978",1043,,2/18/1998,,373,65,511,38,1930,79340
2/19/1998,78205,308,613,,"9,1",3,,,477,"47,5",1659,"0,0","940,975","985,7",,2/19/1998,167,387,,457,38,1894,78205
2/20/1998,79303,408,711,,"9,13","1,4","2,18",,570,"47,5",2090,"1,7","938,526","1015,7",,2/20/1998,187,478,,436,38,2280,79391
2/21/1998,76894,364,775,,"8,1",,,,559,,1660,"0,0","923,597","1071,4",,2/21/1998,139,453,,413,,1970,76894
2/22/1998,76286,312,574,,"7,32",,,,477,,1460,"0,0","919,634",1069,,2/22/1998,129,367,,435,,1700,76286
2/23/1998,76616,,,,,,,,,,,"3,7","805,998","1099,5",,2/23/1998,102,305,,340,,1313,76808
2/24/1998,73314,,,,,,,,,,,"8,7","895,758","1101,8",,2/24/1998,117,284,,408,,1577,73765
2/25/1998,73600,,,,,,,,,,,"13,1","975,163","1103,2",,2/25/1998,118,336,,529,,1569,74279
2/26/1998,74411,238,526,,"9,99",,,,624,46,1690,"4,5","894,517","1122,1",,2/26/1998,116,343,,617,38,1626,74644
2/27/1998,76687,280,636,155,"7,93","3,1",,"1,79",500,47,935,"17,3","1050,315","1113,1",,2/27/1998,121,397,66,495,38,1893,77584
2/28/1998,78611,305,596,,"7,85",,,,729,,1630,"9,9","1092,834","1103,5",,2/28/1998,117,317,,625,,1760,78792
3/1/1998,76707,,,,,,,,,,,"3,5","841,642",1046,,3/1/1998,107,338,,599,,1554,76888
3/2/1998,75750,263,549,,"7,18","3,1","3,16",,644,47,1322,"4,2","831,201","1067,7",,3/2/1998,110,356,,642,38,1670,75968
3/3/1998,75286,289,660,,"7,4","3,5","2,22",,633,"47,5",1494,"16,1","785,525","1007,9",,3/3/1998,118,447,,641,38,1789,76121
3/4/1998,75465,278,670,85,"6,74","3,5",,,590,48,1270,"5,3","935,817","1077,2",,3/4/1998,138,373,52,733,37,1584,75740
3/5/1998,76651,233,593,,"7,28","2,5",,,648,"48,5",1343,"0,0","903,523","1033,6",,3/5/1998,107,315,,695,37,1509,76651
3/6/1998,75450,294,650,,"6,68","2,9","2,1",,457,48,1160,"0,2","999,623","1054,8",,3/6/1998,99,334,,571,38,1373,75460
3/7/1998,77394,284,620,,"6,95",,,,651,,1270,"0,0","922,321","1008,1",,3/7/1998,100,336,,588,38,1367,77394
3/8/1998,75745,269,605,,"7,1",,,,613,,1307,"1,0","935,946","1045,1",,3/8/1998,113,358,,568,,1409,75797
3/9/1998,73337,244,564,,"7,05","0,06",,"1,49",544,47,1215,"0,0","783,57","1108,5",,3/9/1998,117,350,,566,"37,5",1340,73337
3/10/1998,75011,261,550,,"8,01",12,,"1,28",568,"47,5",1327,"0,0","872,868","1064,4",,3/10/1998,107,312,,552,39,1309,75011
3/11/1998,76674,251,559,71,"9,86","2,1",,,589,48,1403,"0,0","862,606","1058,4",,3/11/1998,114,315,50,476,38,1310,76674
3/12/1998,74977,231,578,,"7,61","3,6",,,507,48,1349,"0,0","861,965","1018,5",,3/12/1998,93,305,,472,38,1344,74977
3/13/1998,74322,248,584,,"7,54","3,4",,"1,18",544,48,1500,"0,0","854,395","1024,1",,3/13/1998,99,306,,463,"37,5",1387,74322
3/14/1998,75619,243,594,,"7,5",,,,638,,1489,"18,7","903,175","1045,4",,3/14/1998,114,288,,479,,1486,76588
3/15/1998,72143,219,570,,"6,55",,,,533,,1185,"0,0","872,399","1079,4",,3/15/1998,101,311,,489,,1452,72143
3/16/1998,73426,253,574,,"7,17",4,"1,71",,611,"47,5",1288,"0,0","873,063","1116,7",,3/16/1998,102,347,,529,35,1467,73426
3/17/1998,72181,247,607,,"7,14","3,6","1,76",,676,"47,5",1348,"0,0","884,271","1072,4",,3/17/1998,90,306,,506,35,1294,72181
3/18/1998,73268,217,541,119,"6,94","3,2",,,464,46,1203,"0,0","736,026","1106,7",,3/18/1998,101,299,68,490,37,1340,73268
3/19/1998,72155,271,639,,"8,24",20,,,716,47,1530,"0,0","855,873","1209,4",,3/19/1998,83,287,,473,"36,5",1300,72155
3/20/1998,71551,235,588,,"9,67","2,9","1,9",,767,48,1611,"0,0","847,293","1136,5",,3/20/1998,93,280,,426,38,1370,71551
3/21/1998,71859,199,582,,"6,97",,,,569,,1307,"0,0","892,96","1073,6",,3/21/1998,94,306,,550,,1486,71859
3/22/1998,72680,276,543,,"8,59",,,,569,,2140,"22,9","859,654","1026,8",,3/22/1998,101,324,,616,,1909,73867
3/23/1998,72047,246,599,,"7,45","1,5",,"1,57",583,48,1915,"0,0","1011,711","1005,7",,3/23/1998,100,307,,561,38,1547,72047
3/24/1998,71385,245,568,,"7,25",0,,"1,51",583,46,1707,"6,5","889,037","1043,5",,3/24/1998,90,319,,532,"37,5",1658,71722
3/25/1998,71467,249,553,83,"7,48","0,92",,,547,48,1910,"0,0","811,198",983,,3/25/1998,95,324,41,514,37,1724,71467
3/26/1998,71886,230,543,,"7,54","1,7",,,694,"47,5",2130,"0,0","888,712","988,4",,3/26/1998,84,287,,517,38,1846,71886
3/27/1998,72181,238,526,,7,"1,3",,"1,37",550,47,2000,"2,9","806,797","1021,7",,3/27/1998,83,301,,521,35,1970,72331
3/28/1998,55134,167,429,,"7,82",,,,468,,2050,"3,3","225,945","1102,6",,3/28/1998,83,324,,543,,2000,55305
3/29/1998,48544,174,359,,"9,39",,,,477,,2070,"2,0","294,033","1101,4",,3/29/1998,68,266,,530,,2030,48648
3/30/1998,56479,197,437,,"9,95","0,5","1,15",,591,41,2300,"9,1","310,837","1098,8",,3/30/1998,48,220,,426,35,2040,56951
3/31/1998,34510,141,323,,"9,15","1,1","1,28",,483,"38,5",1913,"0,0","126,85","1050,4",,3/31/1998,75,213,,576,35,2100,34510
4/1/1998,48670,183,394,103,"10,17","2,4",,,547,40,1767,"0,3","587,015","977,1",,4/1/1998,32,196,55,653,33,2340,48686
4/2/1998,76133,291,573,,7,"2,1",,,664,45,1356,"0,0","896,123","977,9",,4/2/1998,28,180,,653,32,2320,76133
4/3/1998,72717,253,604,,"7,09","3,5","1,88",,605,45,1229,"0,0","932,833","982,6",,4/3/1998,72,,,,33,,72717
4/4/1998,72130,269,583,,"7,27",,,,523,,1272,"0,0","956,885","1022,4",,4/4/1998,92,,,,,,72130
4/5/1998,74597,244,578,,"7,36",,,,528,,1229,"0,0","949,587",1049,,4/5/1998,132,327,,530,,1419,74597
4/6/1998,74176,238,563,,"7,53","2,9",,"1,01",528,45,1237,"0,0","964,358","1056,6",,4/6/1998,115,338,,508,"34,5",1343,74176
4/7/1998,72283,303,580,,"11,52","1,9",,"0,97",453,"46,5",1888,"1,5","772,34",736,,4/7/1998,107,319,,506,35,1273,72361
4/8/1998,35742,303,610,,"8,65","4,8",,,473,"44,5",1530,"0,0","844,442","826,8",,4/8/1998,90,299,,380,35,1370,35742
4/9/1998,40245,311,618,,"7,23",,,,430,,1387,"19,2","889,177","926,9",,4/9/1998,76,295,,350,32,1469,41240
4/10/1998,29193,278,575,,"7,19",,,,314,,1346,"0,0","922,725","947,3",,4/10/1998,55,272,,306,32,1470,29193
4/11/1998,26127,241,514,,"6,96",,,,466,,1190,"0,0","947,933","983,7",,4/11/1998,46,220,,446,33,1460,26127
4/12/1998,21161,248,511,,"6,9",,,,487,,1300,"0,0","992,129","1042,9",,4/12/1998,25,184,,487,34,1456,21161
4/13/1998,74244,307,587,,"7,45","4,6","1,34",,501,45,1255,"0,0","951,895","1000,6",,4/13/1998,30,214,,412,32,1400,74244
4/14/1998,71759,275,518,,"11,59","2,2","1,089",,419,"46,5",2030,"0,0","836,612",762,,4/14/1998,49,231,,394,"33,5",1330,71759
4/15/1998,75834,214,514,42,"9,48","2,9",,,391,45,1255,"0,0","920,918","984,2",,4/15/1998,82,243,43,363,36,1440,75834
4/16/1998,77034,263,568,,"7,09","3,3",,,450,46,1261,"0,0","1019,132","1037,6",,4/16/1998,119,287,,320,35,1550,77034
4/17/1998,76244,350,526,,"7,12","2,2",,,401,"46,5",1227,"1,3","910,88","1027,4",,4/17/1998,107,277,,329,37,1394,76311
4/18/1998,73527,263,391,,"7,18",,,,432,,1151,"5,2","981,865","1162,5",,4/18/1998,102,298,,416,,1301,73797
4/19/1998,71831,277,596,,"7,22",,,,515,,1276,"0,0","899,116","1072,7",,4/19/1998,98,294,,425,36,1269,71831
4/20/1998,74557,255,560,,"6,74",,,,550,,1306,"0,0","939,301","1070,5",,4/20/1998,91,320,,418,35,1276,74557
4/21/1998,74848,261,551,,"6,46",,,,469,,1263,"0,4","944,755","1073,1",,4/21/1998,100,338,,468,35,1287,74869
4/22/1998,76447,241,518,73,"6,26","2,2",,,505,45,1060,"5,1","988,766","1029,3",,4/22/1998,98,312,62,521,36,1247,76711
4/23/1998,72810,255,549,,"6,57",3,,,516,47,1234,"0,1","1041,011",1134,,4/23/1998,80,358,,490,32,1266,72815
4/24/1998,74567,244,580,,"6,6","3,3",,"2,28",561,47,1269,"0,8","978,301","1020,5",,4/24/1998,78,299,,455,32,1254,74608
4/25/1998,75350,235,601,,"6,57",,,,573,,1241,"0,1","1054,1","1151,2",,4/25/1998,86,323,,438,,1270,75355
4/26/1998,72921,246,603,,"7,12",,,,585,,1433,"0,0","1006,214",1145,,4/26/1998,94,351,,459,,1290,72921
4/27/1998,73563,231,552,,"6,76","3,3","1,51",,516,46,1202,"0,0","1046,033",1099,,4/27/1998,90,337,,530,36,1315,73563
4/28/1998,73693,212,529,47,"6,91","2,2","5,99",,432,46,1190,"36,5","1027,581","1139,8",,4/28/1998,101,330,82,534,36,1334,75585
4/29/1998,72667,261,534,,"6,39","3,9",,,462,45,1046,"5,8","794,815","1153,1",,4/29/1998,104,349,,496,34,1241,72968
4/30/1998,73935,,,,,"3,5",,,,45,,"1,0","925,6","1069,1",,4/30/1998,,,,,"34,5",,73987
5/1/1998,65898,224,567,,"6,92",,,,593,,1223,"0,0","877,2","1011,7",,5/1/1998,85,320,,441,34,1173,65898
5/2/1998,69246,257,555,,"6,17",,,,564,,1145,"0,0","986,404","1052,2",,5/2/1998,77,303,,462,34,1161,69246
5/3/1998,71970,285,544,,"7,06",,,,595,,1299,"0,0","954,9","1078,1",,5/3/1998,104,333,,469,34,1186,71970
5/4/1998,73346,250,504,,"6,7","4,2",,"1,14",494,44,1140,"22,0","928,1","1035,1",,5/4/1998,99,312,,452,32,1215,74486
5/5/1998,73559,237,497,,"7,08","2,9",,"1,16",440,"44,5",1153,"3,6","940,827","978,8",,5/5/1998,80,285,,432,33,1204,73564
5/6/1998,71597,238,519,56,"9,55","4,6",,,437,44,1224,"0,2","893,215","963,3",,5/6/1998,79,296,52,412,33,1206,71607
5/7/1998,71452,271,495,,"7,58","2,6",,,426,"43,5",1309,"0,0","874,882","1031,7",,5/7/1998,85,279,,426,33,1241,71452
5/8/1998,70019,216,488,,"6,6",3,,1,450,"43,5",1206,"0,0","931,721","1037,3",,5/8/1998,60,265,,381,33,1297,70019
5/9/1998,72085,224,527,,"7,29",,,,510,,1521,"0,0","890,983","1025,9",,5/9/1998,88,292,,405,33,1263,72085
5/10/1998,73246,228,499,,"7,14",,,,485,,1649,"0,1","915,585",971,,5/10/1998,100,334,,404,33,1394,73251
5/11/1998,65836,225,504,,"6,92","2,5","1,15",,485,"43,5",1654,"0,2","917,968","1068,6",,5/11/1998,77,295,,451,32,1504,65846
5/12/1998,68076,236,476,56,"7,5","5,3","0,99",,457,44,1660,"0,0","887,223","1007,2",,5/12/1998,81,278,32,478,32,1581,68076
5/13/1998,60029,272,482,,"10,09","2,9",,,567,"43,5",1663,"0,0","896,068","916,4",,5/13/1998,87,281,,475,33,1703,60029
5/14/1998,56441,288,600,,"6,64","2,5",,,600,"43,5",1457,"0,0","939,735","1075,5",,5/14/1998,73,278,,441,32,1604,56441
5/15/1998,67713,212,508,,"6,7","2,9","1,17",,420,"43,5",1183,"3,2","865,292","1023,1",,5/15/1998,62,274,,458,33,1703,67879
